,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,y
4161,0.25837658,1.4872835,0.2531068,1.0682936,0.38035959,0.85380243,1.0939163,-1.2442867,0.42587435
5799,1.2137244,-0.037436124,0.39556843,-0.34812864,0.78166251,0.93492199,0.25224014,-0.1324491,0.81218058
3365,0.79372677,0.55218309,1.049728,-0.073085159,1.3509191,1.4350619,0.74192351,-0.60011424,0.34017342
7992,-0.81827533,0.23241664,-0.93982183,0.85252476,-0.54677756,-1.5245681,-1.2907258,0.044265241,1.1771503
8034,0.58559403,0.18007319,0.08831084,-0.27295419,-0.61665489,-0.70189809,-0.9575729,1.235098,0.51454789
2802,-0.13611203,-1.1789893,1.4170923,1.2894275,0.27214913,-0.062469379,0.038191941,0.98564109,0.5416298
6620,-1.2794327,0.95795106,-0.90361742,0.5187755,-1.4437831,1.3789649,1.3609773,0.82530472,1.0241724
1010,-1.4258673,0.48374643,0.39377462,1.3942959,-0.25025022,0.06280028,-0.88654715,0.13268551,0.85493873
3016,-0.90332202,0.77567927,-1.1892258,0.12221294,-0.742174,0.38591772,-0.13932174,-1.3855669,0.62594062
2592,0.55545007,-0.53468853,-1.1180798,-0.91958516,-0.21579515,-0.58519655,0.49184895,-0.60583046,0.91107387
1561,0.62146766,-1.1382687,-0.63331298,1.3113286,0.83947365,-1.5159758,-1.3091433,0.011274308,0.6042104
7798,0.97620748,0.12699235,0.92285965,-0.82600436,-0.38039724,-0.98903729,0.65395645,1.5193576,0.40656596
5965,-0.83398072,-1.4034106,1.2389495,-1.0775843,-0.97547324,1.3378545,0.60725444,0.48975686,0.52059878
2647,0.17407145,0.33906769,-0.26794625,-0.42920182,-0.65068166,-1.3558776,-0.94455307,1.5022879,0.65520842
800,-1.3959656,1.11986,0.90532924,0.13979199,1.3783831,-0.60936849,-0.44778571,0.92124292,0.72031876
6346,1.5650163,-0.61210571,-1.3317961,-0.26618435,0.83700904,-1.258093,-0.38167786,-1.546021,1.0991838
7771,1.1243986,0.24638945,1.1846339,-0.28306601,0.86345259,-1.2014847,1.1468463,1.2208883,0.55834408
1616,1.2937099,0.97072787,0.27491308,0.64212476,0.042043906,-0.15864783,-0.28016041,0.24277152,0.92077752
7978,0.84989735,0.4923496,-0.22326938,-0.56915884,0.62077347,0.64500031,-1.0909252,-1.19544,0.92145367
1430,0.36649767,1.0233649,1.3664274,0.51571505,1.1103335,-1.5138315,-0.45624437,-1.2724583,0.68515476
1844,-1.1189925,-1.2060931,0.48151166,0.59464722,0.80749042,0.77014819,0.99174412,0.50102406,0.37435233
3680,-0.66949898,-0.14051402,-0.93963351,-0.051686188,-0.10548738,1.5525606,0.9669832,1.3175038,0.71228652
6782,0.16414954,0.15305142,0.9621983,1.1922222,-1.1029037,1.3197582,-0.72937994,-0.83180173,0.28660442
4252,-0.4449982,0.73553874,0.54242556,-0.2649003,-0.65413577,0.49977284,-1.5673664,-0.31530973,0.79802894
7462,-1.1880077,-0.48504274,0.93614139,1.3181173,0.37221734,-1.3488764,-0.13504455,0.9049884,0.90124706
3085,0.25651319,0.97937083,0.042525226,0.95873174,0.67750658,1.4573833,-0.3030443,0.9078628,0.71781736
65,-0.59235426,1.4771964,-0.28240109,-0.86088572,0.17999484,-0.90582612,1.523828,0.9894415,0.98412045
4864,0.27846738,0.40991354,0.88107273,1.0725113,0.24819771,0.59136941,1.4879432,-1.3626674,0.51541627
3128,0.92358284,-1.314811,0.53910304,-0.64379773,-0.2072811,0.03485874,1.1734072,-0.31161912,0.81454635
6821,0.21491115,0.2194964,-0.67270155,-0.58881655,-1.2288562,-1.2470062,0.19105988,1.4279069,0.85521912
1242,0.75659869,0.20697838,-1.3522899,0.19560304,-1.2386383,-0.23483937,0.43255717,-0.84409531,0.39794235
4641,-0.53643116,0.11306364,-0.15611485,0.032768434,0.5520722,-1.3284777,0.25540771,1.0332215,0.78724189
5239,0.79546576,-0.75578154,0.65255247,1.1755574,1.3598623,-0.99453559,0.96764454,0.086479205,0.56394178
5091,0.63958025,-1.26012,-0.50479726,-0.77635576,0.11055899,0.24141481,-0.76565191,1.4844996,0.71163128
908,-0.34072169,1.3105963,-0.34398893,-0.29880438,-1.1142301,1.5017975,0.58079835,-0.77137727,0.76595108
1465,0.30971217,-1.28762,0.96005783,-1.1834185,-0.91783744,-0.79142234,-0.41346122,-1.4095805,0.57752368
1203,-0.75755545,0.85132999,-0.22772232,0.40207762,0.24102133,-0.82258093,-0.11295193,1.4473591,0.77995589
4649,0.32681893,0.99245949,0.084483492,0.18993459,1.4450194,-1.5051418,0.39314706,-1.5075482,0.9662128
2114,0.9485532,-0.58712061,-1.3070713,-0.56780158,0.88025956,-1.1541715,-0.97725843,-0.39145105,0.78714856
5559,-1.286895,-0.56879454,-0.18303705,-0.45699149,-0.67769528,-1.2533267,-0.34319149,1.2561056,0.77144162
5957,-0.1005325,-0.67294958,0.56750025,0.45372951,-0.37955446,0.39545673,-0.31794283,-0.42177829,0.71424802
6699,1.5542989,-0.089502618,-0.083548291,0.15682443,-0.7755515,-0.027705393,-1.1613995,1.0666358,0.70197
3044,-0.78775686,0.5411227,-0.33117802,1.0095421,-0.068975375,-1.0837111,-1.47281,-0.80988774,1.0160045
23,-0.8929385,1.0384792,0.79082759,-1.1362771,0.34250282,1.2157264,0.90241171,-0.099826331,0.46601327
3358,0.5851979,-0.39910128,-0.81194233,0.66254903,1.2100219,0.77817901,1.5408582,-0.7404142,0.38646979
1758,0.46803493,-0.95341201,0.11574193,-0.10056749,0.37477604,1.3805806,-0.98383152,0.91039715,0.96204402
2973,1.0210068,-1.2833142,-0.94845904,1.3333602,1.37922,0.45527564,0.31741228,-1.4833211,0.63431443
5285,0.9495702,-0.057110649,-1.4214547,-1.0607828,0.61159203,-1.2730175,-0.041013818,1.4989002,0.43065508
4035,-0.092780915,0.90060781,-1.164632,-1.4029377,-0.81105404,-1.3683309,-0.63141834,-1.4430404,0.74045735
4604,-0.75925465,-0.9279994,-0.57328065,-1.0178907,-1.3024187,0.63788908,1.1637544,0.13371386,1.1485744
6630,-0.53652896,-0.37963962,0.019234094,-1.5633273,-0.07265236,1.3513051,-0.45624366,-0.94101702,0.96540049
2441,0.08041989,-1.1978779,-1.4924361,0.89316545,-1.507977,-1.469514,1.0442856,1.3364713,1.1150735
5680,0.033472687,-0.32192415,-1.1851406,-1.4690346,-1.164339,1.4541355,-0.34754606,-1.5607333,0.99568954
5062,0.3547685,-0.4204287,1.0970678,1.2765043,0.87807702,-1.2556818,1.2090769,0.48764951,0.52099025
7456,-0.63806568,-1.5241938,1.2242116,-0.29629832,-0.43433213,1.4105021,0.0065925928,-0.19678441,0.44213635
2521,-1.0706816,-1.4888418,0.61828015,-0.1773722,0.0019172236,-0.76365556,-0.6481205,1.0081176,0.6852626
3717,0.68894707,1.5404115,0.03465147,1.4462584,-0.87568859,-0.57600678,-0.28499777,-0.87598681,0.54652352
5561,0.02827542,-0.15081455,1.4894331,-0.90051593,1.1818955,0.12661571,0.66494896,-1.5303891,0.26245034
2516,0.78356562,-0.8931642,-0.86736781,1.186843,-0.10201677,1.3544468,0.79295428,-0.97758007,0.70568017
3383,0.53157401,-0.36167518,0.56497416,1.0840938,-1.0324049,0.70796268,1.2497798,0.63846498,0.16352854
6304,-0.4342399,0.56031999,0.063788418,1.3094328,0.25613707,1.2404543,0.24280908,-0.79295237,0.33265107
1479,-0.95856407,-0.77766425,-1.2922115,1.2531891,-0.20381041,-0.33802279,0.81465293,-1.2636951,0.76659481
1803,-0.37948253,-0.5181178,0.79665236,0.60977746,0.95588795,0.14244812,1.0049663,0.64975877,0.49708515
5388,1.0022019,1.3955304,-0.09406919,0.066354803,-1.1443288,1.367915,-1.0597544,0.49183473,0.54195632
2318,-0.68708868,-0.45716511,-0.88460231,-1.4502979,0.68417199,-0.95360222,1.2373012,0.80282599,1.2693467
6227,1.1778463,1.2935809,-1.4740115,0.9433867,-0.97789928,-0.69020448,-0.05391527,0.35022538,0.53273246
2611,0.037482921,0.91959564,0.91194454,-0.89029925,-1.2780835,-0.08395141,-0.77633046,-0.73173983,0.3888138
2471,-0.63174534,-1.456712,-0.83501257,1.1790203,0.88447911,-1.4131015,0.20735602,0.85688664,1.1655356
554,-0.59515429,1.1190897,0.85583731,0.81441219,1.1215241,1.5104618,-1.361444,0.17837051,0.71611737
6173,-0.095694366,1.1012149,-0.49219546,-0.96634742,0.39206597,-1.0342672,-0.096176975,-1.1905649,1.0764222
982,-1.520287,-0.68489469,-1.3421722,-0.064162129,0.65891401,-0.43646975,0.69098406,0.60344362,1.3820534
7237,0.33082945,1.1267562,0.14242931,0.85316133,0.98910835,1.1776107,0.20165118,0.94577716,0.75242595
6753,0.45554165,-1.0057557,-1.4798077,0.21257781,1.3385921,-1.3752522,-0.04286251,-1.525748,1.2791926
4814,-0.53891554,0.74236073,-0.94276092,-1.1236188,1.514811,-0.41179343,1.1703308,-0.30805502,1.242832
7389,0.2821438,1.2646035,0.97938797,1.1310106,-0.48433352,1.475349,0.92475613,-0.40356646,0.71190838
8129,-0.53315609,0.24458069,0.42981415,-0.64873063,1.4752986,0.36186094,0.23049189,-0.42732326,0.794627
3187,1.522246,1.1057318,0.60986003,-1.3470476,-0.52850458,0.82682814,-0.68023848,-1.4652779,0.6337317
503,1.2595582,0.70892459,1.5013101,0.65894437,0.20583774,-0.56189333,0.052721962,-0.69611021,0.59005484
1595,0.58191009,-0.71850128,0.86097132,1.5507046,-0.13858223,0.96178835,-0.029903348,-0.068688105,0.33977913
3442,-1.2632038,0.75713461,-1.2350517,0.28187353,-0.56032382,1.0380158,0.25789204,-0.99530054,0.76537018
7211,-0.7246407,0.078778896,-0.24547783,0.55115602,0.27116046,0.11797917,-0.33654435,1.5248118,0.98695416
1123,1.2435571,0.91448919,-1.1749131,-0.29160963,0.502666,-1.1706509,-0.16794102,-0.42562476,0.90632686
6562,0.20936902,-0.21390219,-0.66691009,0.10883555,0.58854249,-0.077187033,1.3879955,0.53531109,0.8752005
8179,0.48435193,-0.86425085,-0.75626889,1.4692084,0.1926207,0.68339815,1.5565521,-0.92930476,0.8707091
4667,-0.77263934,0.0029047124,0.34958801,0.71553942,1.3514497,1.1832486,1.519869,-0.84754691,0.68813263
132,-0.073675948,-1.0672386,-0.083827869,-0.43216425,0.30423528,-0.70803395,0.33198612,-0.26746562,1.1686622
856,-0.59649813,1.3011329,1.4659713,1.4921982,1.4122014,-0.034240628,-0.32641435,1.4262754,0.47574274
6100,0.13825607,1.3253412,1.1202705,0.9946614,0.60423031,0.10675051,-0.55590162,-1.3598701,0.52595864
1992,0.41826056,0.94804704,0.40808792,1.0721372,0.11077262,0.14669259,-0.79641695,-1.3902349,0.42455749
2882,1.2467378,1.4005971,-0.8791379,0.97605031,-0.89686319,-1.1929962,0.32226819,-0.92569741,0.4936846
3355,-0.34828223,-0.81969426,0.94750984,1.2522452,0.78981833,0.50254719,0.3385023,1.4205673,0.25211259
5362,-0.52438383,-1.215356,0.40821989,1.2737188,1.3259877,-0.63224593,0.55102444,1.4304482,0.87512407
3968,-0.060751501,1.405584,-0.0048658345,-1.1104266,-0.51970762,-1.4892763,-1.418643,-1.4622013,0.54281878
4359,0.52622748,-0.47038227,0.45766189,-1.1807775,0.039379538,0.50015826,-0.25315337,-1.4179555,0.60147938
1055,-1.0515965,-1.4984962,-0.65535172,1.1038872,-0.82150775,1.0664183,0.98789999,1.4046719,0.66942796
4231,-1.3990351,1.5679846,-0.75483278,1.2596806,1.3557104,0.74100739,0.66277381,-1.0764972,0.40181567
7487,-0.70254457,-0.85684407,-0.86887236,0.91613936,0.28985859,-1.0332881,0.74510615,-0.42193472,1.0757045
3034,1.0879246,1.1657704,-0.4595777,1.4931581,1.557115,0.56527118,1.1556122,-0.26158754,0.68611117
7261,1.1947552,0.1169101,0.73808086,1.0442111,-0.42911237,-1.181234,-1.5388006,-1.2467769,0.62105805
625,0.42219594,0.54652631,0.98532285,-1.0226056,-0.54993394,-1.3322905,1.5243138,-0.56149937,0.67108798
5846,0.90941522,0.85573817,0.47513125,-1.0803307,0.93126987,-1.3296819,-0.3209407,0.97129001,0.32558402
4279,-1.5517614,-1.2748164,-0.9362506,0.24456423,1.0005927,-1.2180547,-1.4339097,0.27961249,0.59175272
7593,1.2609205,1.1379795,1.0596634,1.0468004,0.76656156,-0.10149628,-0.87550664,0.8225309,0.68533913
7830,1.5689142,0.567936,0.44566538,0.50380667,-0.06308993,-1.2724292,1.4989705,1.0883933,0.75352128
3107,-0.038739518,-0.10551589,0.94546745,-0.66265529,-1.061408,0.16830654,0.22607967,0.65791276,0.55047849
8001,0.80498378,0.65290878,-0.52788187,1.227423,-1.0200085,-0.58597363,-1.0902488,-0.18817552,0.96657347
6793,0.95819846,-0.16945305,-0.99277551,-1.1955141,0.75782332,-0.072951029,0.31211691,-0.19895917,1.1787893
453,1.040857,-0.89513513,0.32598071,0.48939012,1.3839125,-0.52583531,-0.14835646,1.072599,0.74945924
349,-1.3737421,-0.15885589,0.16637469,0.397383,-0.426514,0.95459178,-1.5200313,1.1567128,0.90623346
2178,-1.331767,0.84711777,-1.1429725,-0.15548976,1.3179292,1.2572505,0.8631784,-0.59039265,0.5480653
1615,1.1659075,0.06716264,0.62078325,-0.81045419,0.7527361,0.83627815,-1.1243506,0.17684235,0.80100179
3540,-0.16665278,0.99154833,0.6100554,0.1626619,-0.32502653,-0.010003939,-1.5420419,0.19549518,0.79323764
5405,-1.3813736,1.0680339,-0.92957861,0.13665743,-0.44289719,-1.1141399,0.47998896,1.1706875,0.92952541
429,-0.081495085,0.99354361,-1.3169178,-1.4872059,0.73994639,0.81047253,1.0242022,-0.83945681,0.58018735
37,0.71286766,-1.3563816,-0.36063826,-1.277753,-0.23323602,1.0808974,-1.1992131,0.84673996,0.60346477
7652,0.57524076,-1.1636091,1.4290673,-0.23372443,1.3582977,0.1004822,1.4964942,-0.36229105,0.40885267
4290,0.53575995,-1.4686696,-0.39946576,-1.3103841,-0.41361585,-1.5680479,1.2476898,-0.26100295,0.85871042
696,0.7338514,0.78923575,-1.3719097,1.5066503,-0.99086276,0.66386068,1.2573419,0.27086765,0.86795549
5682,1.3082542,0.20475183,0.38335604,-1.2021484,1.4933049,1.4574909,-0.77345557,1.2694074,0.75819697
2523,-1.3216944,0.077875756,0.3506327,-1.2772487,-1.5098288,-0.90400401,1.4051396,-0.24319177,0.69127056
7870,-1.2275019,1.1650576,-0.00034646069,-0.71058294,0.78486502,-1.007073,-0.045992786,-0.69766563,1.0295157
706,-1.1288843,-1.2165714,1.369346,0.97062414,1.3731027,-0.46169491,-0.25101284,-0.45432494,0.58238669
5672,0.017162913,-0.91176535,1.4490192,-1.5426915,-0.66082803,-0.94551784,0.33953748,-1.2150618,0.61296383
2968,-0.10849488,1.3245005,0.075777864,-0.63855165,0.95280988,0.83652268,0.18839881,-0.85551535,0.9186579
6187,0.28086774,0.51378439,1.3935623,-0.38619068,-0.21931339,0.54416232,-0.241901,1.4480634,0.5218361
4141,-0.48987771,-0.12714108,-0.43751223,1.4369958,1.4999343,-1.5202847,0.54281395,0.9566751,1.0046065
6667,0.92702629,1.4446798,0.34045843,-0.46904063,-1.3730276,-0.47950752,0.51043439,-0.95113017,0.52357597
2446,1.0574956,-1.5000432,-0.84188447,-0.443492,1.5593671,-1.2933414,0.2268945,-0.77913249,1.2080986
95,0.056499437,-0.96312267,-0.63501746,0.46965344,1.1755295,-0.15303216,0.87444096,-0.7985691,0.73648214
1044,-0.40025316,0.27868621,1.2882799,0.29402024,0.32292464,-0.18855596,-0.33671524,-1.1458526,0.42047081
8156,0.75329537,0.59585275,1.5671666,-0.9355546,-0.92057036,0.060652384,-0.83797992,0.053625656,0.54996075
3903,-0.029558299,0.76281228,-0.67884015,1.4285247,1.4702921,0.33855787,1.0649861,-0.40950146,0.58157911
5485,-0.63101263,-1.3868651,-0.065282376,-0.15186979,0.7261318,-0.41158697,-0.91098162,-1.4541148,1.0387195
6264,1.0939083,0.75150721,1.1097049,0.41497649,-0.21420197,1.2329888,-1.496086,0.5517372,0.57783603
957,1.198548,-1.2473514,1.5292574,0.74539516,-1.4962149,-0.24760721,-0.20758134,-1.0715067,0.52510151
1287,-1.1449822,-1.1264369,0.91540305,0.88170041,-0.25528255,-0.62827062,-0.72226045,-1.473913,0.70116244
7894,1.2947785,0.36178847,0.37890231,1.3483895,-1.2499604,-1.451915,-1.5203969,-0.030181892,0.80501811
1671,1.5118795,0.46079001,0.22259639,0.90792107,-0.61038107,-0.24556827,0.78223005,-0.17381277,0.41428545
4151,-0.2525684,0.84233473,1.1636503,0.53174906,-0.56714564,-0.72175572,0.093776046,-0.83152501,0.35649165
540,0.13024331,0.51879588,1.2560767,0.25563725,0.10128923,-0.28283009,-1.0497983,-1.2714508,0.61578314
2996,0.10283049,-1.2580225,0.030402708,-0.72315115,-0.48958151,-1.4495388,-0.96103437,-1.5195241,0.61633622
7312,-1.1143588,0.43710531,-1.4367215,-0.95797137,0.59405506,1.1920077,1.3224151,1.5411471,0.91798083
4427,1.1946208,-0.30212983,0.49746767,-1.538797,-1.4939206,1.4691123,-0.90001289,0.95921738,0.34665552
1665,0.28932523,-0.63022003,-1.3421318,0.58053297,-0.017260458,1.5465467,0.71976114,0.51285089,0.74853893
6309,-1.3708497,-0.92267174,0.13491663,-1.1586845,0.62118957,1.3259227,-0.27157598,-0.61665757,1.103547
251,-0.76505811,0.0013193319,0.69384425,0.32794616,-1.3147265,1.2382068,-1.240399,1.1695478,0.73325504
4303,-1.163516,-0.099923928,-0.96113781,-0.53748503,0.76394005,-1.560147,-0.54565399,0.72282256,0.6002549
334,1.259001,0.87480638,-1.0695165,-0.046038093,1.3707079,0.032417101,-1.2930399,0.93366764,0.78943
5118,-1.0492921,-0.53707685,0.70082362,-0.074767637,0.87319833,0.80765904,-0.18358617,0.18758138,0.68071758
3482,0.85232001,1.0901944,-0.58156034,1.5053635,1.3964394,1.0352877,0.21706076,1.1322063,0.96484075
730,0.36345448,-0.96928851,-1.4381317,0.068521622,0.68209885,-0.32446933,0.73099928,0.13780671,1.24186
6602,-0.20838903,0.039626164,-1.4874162,1.4421853,0.14467042,-0.40682478,-1.1507383,-0.68185512,0.92562485
7130,-1.3853297,-1.4381196,1.2463933,-1.3991794,-0.85476576,-1.3476142,-0.84987401,0.70925507,0.25437238
5146,1.3122075,1.0483901,-1.3199523,-1.0893417,0.16745716,1.2540922,-0.54096577,-0.93189863,0.75278547
6851,-0.055490401,-1.3108462,0.4804115,1.1942562,0.041303699,-1.5160144,-1.4262841,-0.36024222,0.77171629
3395,0.33386982,1.294912,1.46603,0.51967638,-0.87091222,0.6115296,-0.70767446,-0.41440106,0.38914028
2718,1.2372479,-1.3447895,0.47862008,-1.5550536,-0.83663874,-1.557548,1.0275132,-0.78907945,0.45419859
1302,-0.37371255,-0.32614104,-1.5634127,-0.92203718,-1.2406566,1.1192812,-1.0734667,-1.5002244,0.71089894
1034,0.067093295,-0.33369428,-0.068110691,-0.48192501,0.3933382,0.15764112,1.2945677,-0.28405677,0.7053353
457,0.68259312,-1.0269223,0.53880665,-0.20910727,-1.4461259,0.85136179,-0.74269487,0.51009917,0.58784842
5862,-1.3806582,-0.50795424,-0.59794716,-1.0547344,0.20537195,-0.81994723,-0.13846742,-0.50164293,1.1039118
4331,1.1825424,-0.76376385,-0.7617131,-0.30443469,1.3167716,0.27926887,-1.2288836,-1.2370487,1.1223244
2638,-1.2812511,-0.42692455,-0.28140277,-1.324556,1.3422782,0.27147613,1.0211954,0.34557701,1.341381
1061,0.86464502,-1.1678634,0.30706983,0.97238306,-0.98616901,0.60458749,0.20537988,-1.235356,0.2341893
7460,0.52984251,-1.2381411,1.4573403,-1.3080024,1.0932649,-0.075884256,1.2986833,-0.82484441,0.38088453
4836,-0.40171187,-0.55032433,0.48750273,0.081463807,0.040423068,-1.0280278,0.1845049,0.069241147,0.93909566
7822,-1.4214138,1.1845591,0.13383346,0.049855102,1.0914014,-0.1564667,-0.26500516,-1.4102393,0.73442914
2586,-0.89533139,-0.0061871567,-1.1206948,-0.14655944,1.109924,-1.4656678,0.89518424,0.88906937,1.2598882
3464,0.91682026,0.034420187,-1.4721165,-0.36592544,0.30413982,-0.47815373,-0.40133857,0.091142145,0.96788038
5839,-0.016785344,-0.59078566,-0.82299089,-0.25981745,-0.48182233,0.40768049,-0.19148523,-0.54892574,0.86438091
157,0.65937547,-0.42469586,0.71325022,1.1971315,-1.2216849,0.49610789,1.3848064,-1.1424275,0.55120546
6875,1.5315606,-1.0351859,-0.029034586,-0.76265165,0.56145216,-1.3225335,0.091632975,0.48104893,0.679783
2280,-1.2833523,-0.62440068,0.44747713,0.99761371,1.473481,-1.5270561,0.25282266,-0.73247728,1.0737874
6210,-0.68440576,0.30503925,-0.39979032,1.2059052,-1.5327916,-1.2533113,1.5135993,0.78174369,0.41654069
932,1.5263114,0.79917606,-0.1602502,0.86078278,-1.3218217,-0.7384789,-0.24658969,-1.5552674,0.30280125
7551,-1.4071806,0.81772909,-0.58097381,0.11471089,0.073471865,1.5522393,-1.1043508,1.0526525,1.0782983
1883,-0.29430574,1.3396945,-0.24842001,0.83095538,-1.3198363,-0.21253247,1.302227,-1.4942499,0.70614646
6008,0.95770875,0.66952199,-0.77004585,-0.52450121,0.54213472,0.27543306,-1.1157502,-1.1894393,1.0162852
2487,0.40574307,1.4481678,-1.2820107,-1.04308,0.32369736,-0.42033826,0.20527877,-1.182521,0.89227994
5876,-0.19589615,-1.5150696,0.7941659,0.56871561,-0.24844138,0.64285236,-0.70560784,0.86384743,0.77500269
4245,-1.3045302,0.13963081,0.1540795,-0.19446348,0.73807611,0.35033928,0.80077925,-0.56799226,0.77584719
7325,0.28998012,1.0308167,-1.190739,-1.2175783,0.084035876,-0.0079782571,-1.3432951,-1.2288163,0.85032566
3658,-1.4140323,-0.074283224,1.056065,-1.3404622,-0.92422144,-1.1439965,1.0204599,-0.058962531,0.74229294
3309,0.33830678,-1.5597695,0.10870772,0.82079373,0.43394245,-0.66488522,0.97999878,0.83328851,1.0847589
2651,0.021333795,1.1192515,-0.38047515,0.1162051,0.45793845,-0.16240111,-1.1421399,1.4013843,0.74575005
3720,1.4108443,0.84015048,-0.55985215,-0.042260584,0.19041782,1.5159606,0.41785464,0.50289703,0.74323813
2884,0.7357137,-0.47934978,-1.0105137,0.34683679,-0.37769926,-0.13906397,-0.60318301,0.41124451,1.017974
6639,1.2145526,-0.45003198,0.29486287,0.23679135,-1.2661929,1.0623777,-0.23521226,0.32287001,0.43625569
6948,1.3480426,-0.38069997,-0.15594833,-0.76223479,0.16180569,-0.33088725,-0.51547118,-0.13541802,0.76505684
5936,-0.60783818,-0.82435163,0.79031505,1.2547951,1.3035254,0.74800834,1.2516827,-1.4166134,0.48274051
2778,0.75305555,1.3047978,0.0099961112,-1.1127397,0.34520817,1.3838594,-1.0344484,0.41071926,0.97041468
5100,-1.2725807,-1.1680024,-1.5635297,0.2919728,0.72572555,-0.90256893,0.40379343,-1.5428232,1.2002995
2183,-1.0783565,0.93475078,-0.72828111,-0.94763091,-1.3011581,-1.3813602,-0.14222433,-1.5246311,0.5112902
6637,-1.0391117,-1.0510054,-0.77687424,1.3654764,0.33905848,0.29449221,-0.54314471,0.37123489,1.1696074
7112,1.5014542,-0.78562263,0.98987415,-1.2347073,-1.0446226,-1.1127531,-1.5083313,0.25635437,0.40193388
4776,1.4932243,-0.019452115,-0.97852796,-0.65296146,0.55104805,-1.5325753,1.5645095,1.3730916,0.95031461
1414,-0.73610358,-0.65381304,0.59112932,1.4839487,-1.3558869,-1.360402,-0.024160447,-0.56582452,0.95725776
2664,-1.1704993,0.095949202,0.26614659,-1.2898162,1.3558662,0.020327707,-1.4927975,-0.53339659,0.65274578
8148,0.27760322,-0.41778096,-0.37739953,1.1090224,0.11729024,-1.4730746,1.0983678,1.092277,0.98554414
5231,0.080944973,1.087526,0.69949516,-0.50402607,-0.99752042,-0.048432345,-0.75777864,-0.10494131,0.6333351
6574,-0.65289995,1.3316216,-1.4966213,-1.140349,-1.0774927,1.0558983,1.2096939,-0.10510577,0.98736793
6180,-0.73624192,1.5315415,0.74292972,0.92388946,-0.19869157,0.7378309,-0.056608864,1.4761146,0.52565668
