,theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,thetadd6
4240,1.446176,-0.631174,-0.560209,-0.072263,1.273499,0.020693,-0.923276,0.399426,-2.002483,0.143195,-1.351122,0.703122,-41.631625,47.272446,-41.993924,-41.881542,46.928154,1.697326,0.70694,0.795715,1.078664,2.35158,1.002203,2.017361,2.034573,1.070854,1.58955,0.565077,1.492954,1.575409,1.398894,2.462384,0.019409
2358,-1.369633,0.590714,-0.879943,-1.717654,-0.513301,1.333151,-1.144483,0.65236,-1.512676,-0.20226,-1.758733,1.784445,48.672946,-53.796275,46.002217,59.256359,71.619779,0.829276,0.386769,1.681669,0.808137,0.601756,1.457203,1.457146,0.497173,0.986502,1.382188,0.680319,1.116937,2.106841,0.673022,2.225432,-0.064271
7666,-1.812333,1.005677,-0.929759,-0.174666,0.198848,0.953624,0.728937,-0.97016,-0.615972,0.472563,1.991575,0.29925,43.563671,24.618882,69.552299,15.482729,-31.780455,1.613508,0.470124,0.866038,1.74492,1.870972,0.920016,2.204981,0.871977,0.324752,1.111428,1.772068,1.402841,1.293564,0.67894,0.444854,-0.021882
5462,0.057081,-1.974416,0.634601,1.599179,-2.058876,-0.450074,-1.011041,0.311089,-2.272446,0.913655,-1.871278,-0.092768,20.770033,31.940795,-21.060076,43.302195,-20.006809,2.05838,0.686336,0.99595,0.435898,1.636361,2.074515,1.876793,2.00376,0.692954,1.981223,2.16174,0.863798,2.35214,1.421557,0.855556,0.023934
7753,1.443536,2.121973,0.640344,-0.836787,-2.110066,1.559193,-0.243778,-2.102686,-1.631615,-1.169331,-2.287164,-1.400445,35.207336,-20.307287,-54.575564,-1.503437,-68.271554,2.274913,1.721098,1.992846,1.769868,0.414054,1.253455,1.573118,1.136935,0.722178,0.402459,2.129496,1.193703,0.814371,1.887716,1.100263,0.013014
3905,0.530432,-0.865586,-0.752134,2.218099,-0.115194,0.732338,-0.346985,2.1678,-1.976307,1.841977,-2.281936,1.635626,-67.190074,-63.576999,61.370394,52.214306,65.846425,1.087907,2.45321,1.343153,1.623708,0.913723,2.197021,2.07755,1.126672,1.483905,2.493092,1.153953,0.99508,1.563673,2.153715,0.994109,-0.05806
6435,1.104143,-0.053182,1.52287,1.887457,-1.32157,-2.135044,1.163572,-0.260334,-2.331201,-1.697466,-0.499071,0.173704,-71.397758,17.885696,4.893453,44.264024,-54.544839,2.348247,1.240425,0.829218,1.664576,1.524741,0.326112,1.467706,2.47778,0.29228,2.103186,2.241656,0.762831,1.895112,1.642996,1.075248,-0.01419
33,2.122157,-0.976226,1.111666,-0.85492,-0.557972,-0.17462,0.974785,-1.762951,1.578928,1.575122,-1.134769,-1.024463,29.145876,-45.257861,1.12603,25.194537,-5.416455,1.609608,2.428106,2.429433,2.223638,1.681365,2.446676,1.785786,2.454237,0.61611,1.968665,0.349717,2.190504,0.542247,0.289562,1.416305,-0.02255
496,0.688703,1.411509,1.056935,-1.79675,-0.996714,0.76555,1.782522,2.184597,2.291626,1.002032,-0.93285,-0.286384,-60.70314,62.320906,-22.53502,3.921676,61.609676,1.732358,2.246911,1.329559,0.4006,2.385049,1.022802,1.735894,0.913751,0.419532,1.072855,1.481296,1.391632,1.915476,1.900609,1.778501,-0.003234
5921,1.342694,-0.964015,-1.00181,-0.048115,1.868405,-1.068955,-2.301415,-0.586793,0.798902,1.547145,-0.099416,2.009102,-63.908588,38.363502,-74.620021,11.313794,-49.067181,1.793331,1.018855,0.639746,0.962681,1.534914,0.302131,1.172189,1.487139,0.589837,1.388051,2.477399,0.649494,0.552079,1.290946,1.680847,0.008843
2945,1.416858,1.425478,0.229644,0.1749,-0.980213,0.074736,-2.121557,1.637488,0.905945,0.483077,-0.368117,0.424464,-18.662335,-7.863935,-19.162287,-10.555288,47.282366,0.995968,0.739289,2.231603,0.553731,2.063819,2.10891,1.700552,0.927532,0.272206,2.208794,1.955925,2.225466,0.911073,0.410135,0.641124,0.006771
6984,0.582592,-0.722613,-1.123011,-1.323239,-1.907414,0.470211,0.151747,1.015191,-1.239106,-1.609071,0.747867,1.457882,-57.092907,-10.481162,-56.890348,-56.07745,-43.696159,1.354778,1.258479,0.501494,1.617754,2.088822,1.58092,1.767142,1.85257,2.138622,1.565163,2.450699,1.902482,1.76291,0.479944,1.669106,-0.007875
6361,-0.783426,-0.632361,-1.661226,0.680094,-1.914999,0.236222,2.347079,-0.052998,-0.103215,-0.578418,0.18723,-1.103079,-28.8531,15.951746,50.988361,11.38325,68.283535,1.245562,1.663822,2.363879,0.712784,2.259292,2.42434,2.126125,0.776718,1.295681,0.251356,0.532406,1.403413,1.919705,0.975689,1.905954,0.012682
1383,0.190519,2.344479,-1.338647,-1.701055,0.427053,0.507647,-2.105386,0.105648,-0.95072,0.960441,2.200298,2.297953,-33.296294,39.186708,-38.992264,7.024622,12.826287,1.696089,2.416501,0.89014,1.825564,0.507468,0.763515,2.142508,1.631623,1.185366,2.439477,2.291052,0.71831,0.629811,0.487819,1.275009,-0.007546
4216,1.425779,0.578494,1.08789,0.101636,2.312669,1.240848,-2.099162,1.032106,0.307895,0.594934,-0.633487,-1.730943,74.271809,-13.705633,49.425498,-5.652569,-52.729014,1.126909,0.965956,0.321046,1.825182,0.838215,2.134493,1.9235,1.759556,0.35191,0.808437,1.158715,2.2769,1.363549,2.413352,1.95716,-0.008626
1407,-1.513517,-0.201799,1.280947,-2.028983,-2.269632,1.083319,-1.329612,-0.639306,-0.568142,-1.460728,1.088194,0.497067,-27.490131,-26.637967,45.684693,-27.365224,-27.322809,0.408336,1.902698,0.89892,0.89748,1.439915,1.149894,0.267834,0.729072,1.507487,0.579577,2.197429,2.185856,1.176956,0.594785,1.293573,-0.023294
2697,1.521983,1.127729,0.507549,0.946219,-1.205046,0.636112,-1.273659,2.004885,-2.184092,1.46985,1.433412,1.619179,-16.344944,-59.48143,45.608339,39.358313,-4.830404,0.856067,0.666304,1.825707,0.664206,0.303742,1.246571,0.614916,2.151529,0.2521,1.786775,1.070015,0.982997,0.975754,0.741622,0.940275,-0.004331
6571,-1.697773,-0.962583,-0.508301,0.553672,-1.408657,-0.255612,1.620709,1.639363,-0.568671,-0.926939,0.102357,0.299912,-51.978109,3.928333,23.495842,-55.379925,-20.406248,0.357836,1.406566,0.907185,0.305587,0.744927,2.494491,2.165157,2.045979,1.517685,0.973677,1.834786,0.253724,2.085235,2.039089,0.46957,0.01319
3025,-1.843182,0.876909,-2.136706,1.492144,-0.864508,-1.486679,-1.529998,0.826033,0.436389,1.917804,-0.2011,-1.097853,67.057838,-58.921298,9.742088,-64.7281,64.818028,0.573951,2.137876,0.274819,1.137771,1.260425,1.712852,0.646477,1.595148,2.401749,0.443524,1.557619,1.654308,2.19747,0.634788,0.876241,0.039318
487,1.141104,-0.89356,0.316374,1.729019,-1.675835,0.185439,1.786657,0.998045,-1.966387,-1.074825,-1.993845,-0.751212,-35.998694,69.957403,74.077667,23.356975,10.67467,1.5127,0.440013,1.042342,1.636707,1.128691,1.66816,1.011596,2.386491,0.504298,1.485586,1.497986,0.645735,0.363461,1.431658,1.874456,0.012844
465,0.133983,-0.665153,-1.435893,-0.912632,0.219579,0.671984,-1.56397,0.060216,-1.105792,0.620042,1.952232,-1.203218,-51.827125,-8.49196,-74.380674,-15.980148,71.657899,1.439568,2.069497,0.791992,1.504505,2.221345,1.403064,0.555569,1.440443,1.016844,0.590097,1.262596,2.208313,0.616533,2.313992,1.521914,0.012581
319,1.497755,-0.809311,-2.133358,1.225052,1.020763,-1.84736,1.357376,0.750218,-1.444479,0.871416,-0.214903,-2.181809,68.280331,-62.472651,22.156852,-59.790111,-42.392839,1.428268,1.157407,0.548149,0.48368,1.45396,0.949593,2.056142,1.331627,1.412106,1.763528,1.865698,2.293381,1.599043,0.359277,0.863937,0.029183
4602,1.27518,0.00299,-1.581945,-0.458004,-2.349201,2.09341,1.246526,-0.917402,0.165249,1.744286,0.445328,1.361773,-23.840764,-41.719789,65.507128,-21.692401,65.808071,0.418729,1.080164,0.558386,1.543747,0.253439,1.802241,2.265434,2.155273,2.427406,1.905834,1.852045,2.314921,1.370717,1.392185,2.202285,-0.017536
2892,-1.33469,-1.154051,0.053884,0.851694,-1.811594,-0.722027,-0.714272,-2.317954,-0.533981,-2.234585,1.074169,0.397357,29.404526,-48.129231,42.014115,-68.771392,59.21995,2.270486,1.554999,0.370168,1.669711,2.328688,1.009015,1.7608,1.01373,2.266453,1.283658,0.690571,2.422513,0.680965,0.736825,1.310037,-0.015692
4829,-2.201807,0.62674,1.421957,2.298743,-1.90582,-1.009673,-0.257866,1.436686,0.095886,-0.082473,-0.687825,-0.779278,-50.785984,-60.027126,24.095951,-19.353941,68.311872,1.639404,1.455884,1.790432,1.790015,1.531889,1.203727,0.540165,1.300209,2.111085,2.248207,0.623096,2.372944,2.316689,1.845673,0.968633,-0.000888
7770,1.30992,-0.448651,-0.647537,-2.247739,1.477791,-1.768252,2.029583,-1.783228,0.075336,-1.461807,1.802897,0.629207,15.200197,19.716742,29.27816,-71.967144,48.214598,2.016208,0.658674,1.837992,2.381285,0.760471,0.487948,1.188633,1.10164,1.505539,1.596032,1.509076,0.288441,0.583003,1.273284,1.83923,0.016729
5403,1.310682,-1.779922,-0.904775,0.328941,0.887597,-1.586938,0.453545,-1.911519,2.165682,0.121196,1.196918,-0.587286,61.84398,61.772718,64.068211,-55.571384,61.74916,0.89703,0.630124,1.236122,0.49632,2.408617,1.121332,1.721574,0.99141,0.619541,1.125646,2.240919,1.872095,1.808541,2.402278,0.331112,0.034858
4550,2.247654,1.814794,-2.049868,0.147124,-1.29928,0.205812,0.180998,-2.163821,-1.830891,0.117479,-0.01819,0.590628,-73.844181,0.846009,-31.12805,30.870404,-11.117556,2.083577,1.186111,1.469361,1.053727,1.743853,1.943968,1.527873,1.210015,0.466295,1.768408,0.638817,1.094614,0.421029,1.489319,1.228427,-0.006928
5549,-0.375089,1.052259,-0.280139,-0.62144,-1.896548,-0.674668,-1.132004,-1.681706,0.47361,0.732178,1.667567,2.218681,7.694417,20.059431,-61.148784,72.391608,35.758512,0.524757,1.09836,0.391204,1.964517,0.395769,2.194306,1.455912,2.25685,1.883153,0.897769,1.802327,1.453254,0.337138,2.270271,2.450158,0.037594
1183,-0.544514,-0.186537,-1.380426,-1.723842,-0.853095,1.82564,1.171294,2.296967,1.23655,1.054328,1.499062,2.310345,-3.460716,35.743385,-10.920486,59.393968,-15.57658,0.691423,0.988036,2.427885,0.966963,1.497681,2.27436,1.421998,1.515651,0.538366,0.314231,2.02476,0.382423,0.626542,1.797781,1.555806,-0.03187
6802,-2.006224,-1.458019,-0.498853,-0.883567,-1.375798,0.661146,0.059364,-1.296263,-0.916616,-0.771471,-2.324061,0.504353,-29.573183,63.516506,-28.080328,-46.080856,-30.943468,1.122086,0.904747,2.086087,0.619827,1.42595,0.443276,1.896464,1.866956,0.937344,0.948046,0.810385,2.393158,2.309214,2.216674,1.637408,0.017314
6325,-1.890753,-2.25426,0.265585,1.06072,0.562587,2.348686,-1.309273,1.907499,0.95081,0.559716,1.214071,0.247539,-20.533063,50.81204,47.953574,5.724047,54.058695,1.592237,0.720015,2.284278,1.60849,1.634213,1.971302,1.916257,1.529157,0.294088,0.994161,1.868106,2.264219,1.978203,0.906912,2.463337,-0.004385
2540,1.067934,-0.725308,0.697013,-0.299767,-0.646822,0.352389,-0.872698,2.230143,-0.32867,-1.031807,0.008536,2.100678,28.039109,-46.686655,-12.60338,-25.004358,51.757706,2.001452,2.397292,2.029081,1.016281,2.38526,2.314954,1.936505,2.087734,1.300039,1.51237,1.657355,1.658574,1.905413,1.519519,0.30566,0.009436
7262,-0.869495,-0.480678,-1.713054,1.39419,2.152573,1.284307,-2.110638,1.368642,1.587644,1.995371,-1.875925,1.918379,1.245551,-66.031614,56.668002,69.114481,7.077523,1.403909,1.249552,1.221281,0.824131,1.670517,2.385231,1.832969,1.214706,0.572868,1.946327,0.675246,1.360604,2.427646,1.44154,1.47019,0.029299
7995,1.31199,1.346447,0.83654,-2.034351,1.758956,1.954983,-2.097347,-1.444489,0.695052,-0.279476,1.094947,0.896633,-16.412047,12.732499,-54.893321,57.945751,-55.760678,1.829194,0.757546,0.823224,2.182318,2.47097,0.58568,1.272397,0.430308,2.184893,0.755004,0.854326,0.6587,2.278278,2.019748,1.660181,-0.001124
4466,0.754919,2.168458,-0.333607,0.806338,-0.706483,1.36296,0.348903,1.797781,-0.533056,-0.82756,2.165411,0.280233,70.069793,13.003585,1.25337,65.387996,-73.947276,2.396864,1.588416,1.766518,0.360966,2.248646,1.250719,0.580275,0.429822,0.760994,0.281378,1.127799,2.417669,0.261689,0.950751,1.277783,-0.054866
5992,-1.48463,-0.06871,-0.274732,0.726254,1.05695,-1.549648,0.43199,-1.328359,1.574629,0.01921,-2.295657,1.939461,29.346925,33.771979,5.65728,-18.091217,-9.081091,2.486418,1.473711,2.166507,2.227325,0.656524,1.700757,2.125984,0.669533,2.086959,1.76239,0.742423,0.903013,2.19717,2.342954,2.286204,0.00783
6983,-2.323084,-1.936487,1.940119,-2.153814,1.421455,-1.427107,0.679803,-2.097774,0.806032,-1.134479,-0.869939,1.486488,-53.487938,-21.770117,-40.36287,71.249357,37.943946,2.483528,2.41054,1.950549,1.871831,1.867767,1.065716,0.742936,0.521038,1.578544,2.343602,1.910934,2.071168,1.869489,0.745012,1.66169,-0.020249
7645,2.3407,1.12051,1.71213,1.919952,-1.801854,-1.949125,1.581105,0.47414,0.222029,-0.57118,-0.680149,0.986227,65.063007,13.965832,-26.253842,51.684479,11.033222,1.905321,2.23881,2.434673,0.300527,1.211335,2.413631,2.150047,2.338154,0.356378,1.646191,0.788603,0.798005,1.323911,2.225724,0.737369,0.008679
4368,-1.29051,1.517546,1.944076,-1.615587,-0.393675,-0.301117,0.22559,-1.976386,0.513343,-0.627029,-1.576961,-1.502952,-54.536165,60.667274,-65.130563,50.632648,32.907428,1.752163,2.102885,1.6804,1.978887,1.161387,2.177894,2.365376,1.131642,1.756986,2.169112,1.013965,1.716156,2.183049,1.256102,1.049991,-0.053102
5953,-0.894312,1.818036,0.594129,-0.027442,0.604147,-1.294488,0.648793,-0.207011,-1.492311,-1.930363,1.179793,-0.95306,-21.140536,41.006547,-52.960481,-6.808004,27.879384,0.907038,2.343538,0.844267,0.338715,1.786719,2.380557,2.015753,2.001891,0.776411,0.643014,1.888931,1.267419,2.269434,1.871692,1.768788,0.002183
4696,-1.360325,1.52909,-1.950992,-1.522901,2.296761,-2.225276,2.022798,2.000612,1.393159,-1.035836,-1.723488,0.397235,-36.103359,-39.146658,-37.873456,60.826889,67.527724,1.951984,1.247583,1.87752,0.727541,0.532544,1.460306,1.8666,1.694854,1.910189,0.80509,1.139472,0.607256,1.656366,0.789187,1.616722,0.034084
263,-1.944785,-0.866521,-2.340871,0.718377,0.626687,0.542421,-2.004477,-0.377704,-0.483516,-2.298697,-2.044241,0.472842,62.509609,-0.997098,41.767453,-14.41758,-66.273287,2.047898,2.264384,0.255265,0.98643,2.422233,0.471156,2.473027,1.411108,0.74131,2.439965,1.491507,1.99965,1.375197,2.428748,1.970835,0.00888
1263,0.286915,1.400806,0.247193,-1.747134,-1.183954,1.708806,-2.112979,-0.275312,0.405402,-0.518711,-0.060386,-1.748716,16.004448,36.749441,-52.136965,34.030941,8.026447,2.132497,2.129151,2.137889,0.498722,2.269467,2.434186,1.119813,0.951181,1.74377,0.539413,2.164493,2.12867,0.799694,0.46253,1.487922,-0.001339
5861,0.392994,-1.722636,0.581842,0.805308,0.828267,0.282694,1.14502,-1.054559,-0.673735,0.398424,0.000654,1.560068,10.472428,60.089574,-24.522309,53.546683,-40.9064,0.417137,1.329759,1.503117,1.392169,1.940927,2.159042,0.519912,0.659766,2.186985,2.159427,2.488805,1.100094,0.271651,1.884618,0.781656,-0.042178
4314,0.750799,-1.098327,-1.158265,-0.077208,-1.725882,-2.1444,-0.571764,-1.074541,-1.938825,0.342931,0.386332,-0.585817,-52.38072,-12.75992,44.021915,-73.676138,-24.847421,1.216028,0.277812,1.932696,1.072957,0.930297,1.752563,2.069154,1.767135,1.736577,1.149948,1.177584,2.161757,1.142448,1.123549,0.743448,-0.004709
7108,0.113904,1.151827,0.261977,1.672471,-0.178394,-1.188235,0.431751,-0.648047,-1.40249,-0.277952,-1.555683,-2.036686,6.702371,-3.241553,-30.777879,66.184648,-34.61627,2.19026,0.947866,2.282619,0.730788,1.106132,0.501424,0.44138,1.525424,0.550546,0.274463,1.891881,1.352284,2.085945,0.473971,0.289017,-0.072349
3761,1.494713,-0.110718,0.552039,-0.576771,-0.406479,1.267492,-1.970855,-0.777502,-0.023293,-0.364955,1.736618,-1.197252,-10.185218,-32.952891,-39.236541,-48.550947,4.231453,1.645541,1.112031,0.649494,0.543574,2.342255,1.776763,1.559231,1.742389,2.082146,1.883597,1.607346,0.407606,0.887518,0.507316,0.455143,0.046815
3050,2.0936,-0.273268,1.762207,0.0461,1.973638,0.426039,2.313509,1.217041,-1.667791,-1.271942,-2.139796,1.395142,-22.014183,57.622168,55.771239,-2.784565,-0.185313,1.906715,0.900785,0.75084,0.62356,1.170937,0.681697,1.781871,1.899841,2.375158,1.278956,0.414437,0.94553,1.26633,1.951063,1.51803,0.000973
2847,0.801607,-0.115729,1.150912,-0.974916,-0.43751,-1.911584,1.082932,1.599076,0.909231,-0.825605,2.034514,0.980299,43.691788,-72.125057,-55.833222,11.029466,-27.757074,1.177957,1.6649,2.48057,2.186298,1.860453,1.88327,0.612002,0.413128,1.443498,0.62731,1.19364,2.005645,0.883234,0.517994,2.175199,-0.013826
6896,-1.407834,-0.56189,-0.05869,-1.518395,-2.080296,-2.314557,0.004626,-2.354343,0.4961,1.733328,0.061309,-1.590948,-30.790588,2.579943,11.108828,-43.927744,6.406315,0.939034,2.348921,1.31076,1.689811,0.398785,1.12831,2.005158,1.698382,0.457234,2.479024,0.949962,1.510596,1.090285,1.915244,0.2534,-0.022845
1515,-1.301113,-2.319534,1.192598,2.210082,1.802498,-1.358299,-2.110551,-1.876478,2.055884,2.005447,-2.17352,0.088904,12.085882,27.420108,49.752386,-61.654049,-19.596661,1.958873,2.286681,1.503273,1.762033,1.485317,1.468338,1.848936,1.810147,2.39143,0.262377,1.264764,0.383179,2.082854,0.28393,1.253227,-0.02568
1979,1.701768,2.124761,0.372194,2.131369,-1.670677,2.055189,-0.256926,-1.599301,0.018477,-0.47634,0.49812,-2.007071,-49.862188,16.213787,-44.887475,-73.786513,70.076492,1.008894,1.985797,0.294888,0.939783,1.439874,0.462795,1.453684,0.809922,1.351117,0.478694,0.918323,0.759626,2.026584,1.795251,1.783833,-0.014963
3708,-1.219122,-0.323254,0.446335,-0.576232,-0.77224,-1.11055,0.760848,-1.846016,0.371408,-1.65625,-0.515734,-1.849731,-25.654831,69.247667,-4.467778,60.057255,32.281488,1.449649,0.499928,2.289268,2.235712,2.112262,1.783242,2.44114,0.982834,0.494916,1.307165,2.025314,0.693691,0.862114,1.056658,1.491922,-0.05129
4951,0.566606,-0.791557,-0.625174,1.335154,-0.456255,-1.219244,2.34372,0.04234,0.03087,0.47034,2.324844,-1.484481,-72.922815,36.242666,-19.520237,-26.617639,-62.661418,1.368189,1.653,0.477171,2.31573,1.470597,1.573757,0.631762,1.767289,2.077103,0.374939,0.85033,0.990761,0.96484,1.809484,2.499654,0.021392
5501,0.597406,-1.493347,-0.506736,-1.424251,1.545003,1.606596,0.074633,0.862667,-1.178998,0.179354,-1.533268,-2.287052,15.078172,68.843678,-44.299388,60.190009,13.487013,1.768455,1.418153,2.147366,2.276704,0.316818,0.507586,0.493772,2.326931,0.723765,2.311683,0.953764,2.415474,1.623522,2.276216,1.111785,-0.011098
3479,-0.377248,-2.247358,-1.540517,-1.605368,1.717164,1.696711,1.953266,2.041286,1.704638,-1.475473,-1.686548,-0.799598,28.58434,-33.005723,-27.178831,-44.612288,51.280751,1.00883,0.90992,1.275343,0.448451,1.108876,1.633011,2.017518,2.418859,2.256503,0.540553,1.071631,1.150162,0.266894,0.69331,1.2163,-0.016016
2407,1.547783,1.19841,0.927013,1.144623,1.698871,0.556389,1.853956,1.114127,-1.89321,-1.12362,-2.134643,-1.523287,16.413376,9.605524,40.04824,40.764858,-65.032786,2.034542,0.542098,2.29793,1.552805,1.746053,0.671274,2.102046,1.092829,1.93447,1.630764,2.498655,2.395677,1.890302,1.812698,0.264075,-0.005792
2263,-0.721562,-2.311412,1.035822,1.488519,-0.525639,1.315611,0.94713,-0.035719,-1.858984,-0.807867,-1.430439,1.221584,-22.767335,-0.596424,25.907793,-17.720093,-71.610754,1.945973,1.469964,2.186277,1.508953,0.475244,1.42687,2.403741,2.41814,1.427593,1.064075,2.413765,2.153231,1.856978,1.984019,1.913897,0.023334
5027,2.013939,-0.811806,-1.654514,0.392495,-0.681365,-0.592656,1.217151,0.180606,0.664219,-0.125072,-0.36111,0.384735,27.097226,23.082555,48.497436,-3.595155,26.231448,1.704305,0.997745,1.346297,0.462266,1.559704,0.689022,1.145711,1.964975,1.336521,0.412772,2.210182,0.534625,0.446683,0.654577,0.46767,0.008951
6081,0.549078,1.498991,1.112823,-0.259429,-1.255957,-2.085641,2.091175,1.373077,0.742198,0.427223,-1.349386,1.603716,-38.689682,-7.48281,-63.585059,-74.087622,-40.669097,1.742356,1.528632,0.472183,1.737637,0.971014,2.074227,1.533082,1.009945,1.642568,0.634513,0.766383,0.844476,1.615582,1.59403,1.607345,0.028809
2577,-0.7712,2.215277,-0.426332,2.174798,-2.166141,1.588762,1.924571,0.434098,1.111232,1.281419,1.189238,2.278755,46.370248,-55.250178,60.254627,49.522535,-24.752654,0.357065,1.936414,0.552007,2.330446,1.296924,0.89988,1.290605,0.443815,1.951464,1.496309,1.71665,1.47958,1.79533,0.856311,0.27155,0.041304
2943,0.273481,1.823354,0.442873,-2.211973,-0.587082,0.659166,-0.217568,0.148462,2.345302,-1.646253,-2.133369,1.030763,41.331699,11.871118,17.872387,-68.790833,32.471773,2.171235,0.688902,1.382964,2.484309,2.037786,1.065095,1.545901,0.455881,2.247508,2.371016,1.414499,1.487078,1.828251,0.668551,1.344887,0.050329
222,0.312287,-0.987282,-0.931146,0.079622,-0.119288,-2.114485,-2.016132,1.650896,0.062881,1.258808,-1.844234,2.04805,72.942578,-4.093119,56.941475,15.370532,32.530223,1.156846,2.358138,0.984377,1.676434,0.583469,2.36972,2.140262,2.13692,2.219336,1.376906,1.916155,2.063216,0.969616,1.082763,1.50337,-0.009573
6691,-1.311054,0.244798,0.401972,-1.623736,-0.682124,0.777746,-0.591554,0.889624,-0.499585,0.947293,-2.009775,0.109353,1.879141,-67.283027,24.160736,19.482638,-5.29672,0.295487,2.008165,0.476649,0.286034,0.630249,1.095068,1.306594,1.419071,1.831768,1.277546,1.461732,1.079377,0.844591,1.285686,1.029013,-0.021605
3601,-0.931441,-0.180235,0.855895,-1.897399,-0.8481,0.962036,0.729488,-1.13562,-1.195166,1.755229,0.587852,-1.856081,27.561601,27.820903,35.924843,38.83013,-32.012219,1.68455,1.987459,1.225576,1.011575,2.046684,2.113728,1.674806,2.461895,1.074629,2.038769,1.83675,1.756463,2.364464,1.548264,1.928799,-0.03411
5061,1.374451,0.258216,-0.278853,2.14309,2.119723,0.525473,0.604341,1.957449,1.65221,-1.414894,-1.413462,-0.901217,-36.351731,-13.538318,11.491236,-66.800217,38.750522,1.075286,1.83637,2.118502,0.906404,0.678236,2.104621,1.61975,1.885266,0.421829,1.433655,1.695113,1.761578,0.598573,1.959263,2.088092,-0.04021
