,theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,thetadd3
4649,1.832621,0.689876,-1.494814,-0.641758,-0.306517,1.841601,0.25923,-0.328925,-3.220874
2114,-0.5641,0.500544,-1.799467,-1.412682,-0.047968,0.559604,-0.208856,-0.244408,-2.540878
5559,0.438329,0.584482,-0.998594,0.274179,1.299692,1.052251,0.168786,-0.012232,-1.280278
5957,0.00609,0.569764,0.448115,-0.817742,1.303982,1.53689,-0.296088,0.056963,8.223703
6699,0.554519,0.574822,-1.248846,1.518727,-0.824245,1.342011,-0.064963,0.173211,1.275605
3044,1.027433,1.867403,0.93063,-0.258213,-0.625715,1.663071,0.355337,-0.247557,4.75353
23,0.756098,-0.630909,1.075924,-1.212111,0.649233,1.529559,0.0872,0.373087,4.417237
3358,1.564569,0.585065,1.260484,1.817708,-1.149355,-0.187056,0.079408,0.218467,8.938895
1758,-0.665455,1.02612,-1.354045,1.524691,1.395767,-1.497263,-0.108963,-0.147862,1.984333
2973,0.794466,-0.428296,-1.603946,1.10531,-1.172843,0.886759,0.416195,0.191298,-1.550431
5285,0.614447,1.231359,-1.355001,0.53943,-0.429303,0.314328,0.40016,-0.510298,-2.233219
4035,-1.166948,-1.818898,-0.017148,-1.69244,-0.859395,-1.315145,-0.207923,-0.166834,-8.957939
4604,1.438558,1.397797,-1.311576,-0.980881,0.157508,0.757299,0.223604,-0.285985,-2.518457
6630,0.877539,0.898961,-0.961642,-0.700121,-1.037854,0.167889,0.580481,0.149812,4.622785
2441,-0.096311,-1.40074,0.863021,-1.822147,-1.830409,-1.203043,-0.478941,0.031682,-4.021047
5680,0.937903,1.344353,1.462556,1.359056,-0.24229,-0.655839,0.172354,-0.03903,-3.293964
5062,0.189476,-1.058661,1.061195,0.048748,1.229163,-0.569476,0.196848,0.02722,7.028744
7456,-1.222866,0.844675,-1.036264,0.503294,-0.823806,1.182174,0.43353,-0.062427,-2.444806
2521,-0.076515,-0.44434,0.174101,0.658031,-1.397892,-0.277961,-0.247934,0.57251,0.709102
3717,-1.60375,0.643615,1.369945,1.816989,1.858081,-1.184093,0.097601,-0.027867,8.657059
5561,-1.287186,1.779161,-0.579559,0.796171,1.825977,-1.644156,0.035598,-0.50956,5.010599
2516,0.743348,-0.04354,-0.416747,0.225092,-1.869564,0.449916,-0.225578,-0.485918,-0.408249
3383,1.073754,0.01743,-1.110843,-1.331604,1.693639,-1.612777,-0.087016,0.321036,-5.079571
6304,-1.260127,0.404288,1.48348,-1.337317,-0.080798,-0.803672,0.089475,0.207227,8.003784
1479,1.207791,-1.635392,0.385827,0.340817,1.61471,-1.157802,0.350755,-0.465924,-10.573707
1803,-1.244389,1.02401,0.897126,-1.639856,0.758423,0.749803,-0.277378,0.101609,8.788017
5388,-1.634574,-0.936624,1.305972,1.046152,-0.193979,0.77227,-0.083402,-0.140719,9.979368
2318,0.03627,-1.143362,-1.246941,-0.404819,0.899424,-0.724935,0.117084,-0.16336,0.064473
6227,1.677777,-0.5314,-0.315192,-0.701959,-1.775432,-0.839201,-0.38398,0.054114,1.328502
2611,-0.989475,-1.025088,-0.160369,0.167886,1.770173,-0.83552,0.105525,-0.041238,-8.745307
2471,-0.923468,0.001717,-1.299059,-1.724856,0.970148,0.406271,0.283514,-0.17839,-3.155384
554,-1.807733,-0.853354,-1.579081,0.558271,-0.443824,1.296421,-0.364704,0.021257,2.028366
6173,-0.536969,0.326778,-0.596655,-0.013532,-1.245169,-0.780926,0.576441,-0.560483,0.734356
982,0.630385,1.431461,-1.008748,-0.743509,1.092762,-0.949922,0.074787,0.539943,4.264596
7237,1.79225,0.759341,1.102748,1.005166,0.853789,1.353036,0.115833,0.411624,6.912784
6753,0.840496,0.353296,0.242314,1.074776,-1.653388,-0.480683,0.027312,-0.568665,2.142814
4814,0.801906,0.200846,1.551579,0.907014,-1.332046,1.806091,-0.111481,-0.453955,4.828799
7389,0.670225,-0.0215,0.563089,1.353734,0.79973,1.329422,-0.21314,-0.23972,6.768571
8129,-0.612761,0.731378,-1.41796,1.723585,0.295546,-1.500784,0.254697,0.292236,-1.792921
3187,1.578156,-1.024544,1.445032,0.883179,1.447684,0.210972,-0.533626,0.140533,-4.2434
503,-0.112557,0.754914,-1.684822,-0.998856,-0.352112,0.80797,0.103333,0.325198,-1.990456
1595,0.590822,-0.005487,-1.736602,-0.41605,0.639884,-1.028207,0.06128,0.34097,-1.288703
3442,0.456621,-1.115752,-0.904679,-0.892723,0.243033,1.838048,0.452901,0.310414,-5.775852
7211,0.914548,0.879345,1.104864,-1.126777,-1.469893,-0.267394,-0.11321,0.474927,6.304497
1123,0.769559,-0.595064,0.329691,-0.65986,0.818075,0.524568,-0.450538,-0.185501,-1.63003
6562,-1.882783,0.691912,-1.209695,-0.2159,1.785537,1.024591,-0.209512,-0.461444,-1.638706
8179,0.433091,-0.74465,0.773517,1.84197,-0.516604,-0.451094,-0.080695,-0.233324,-2.135937
4667,0.655911,0.682241,-1.650134,1.433602,1.049279,-0.415098,0.495605,0.430901,2.015216
132,-0.750017,1.044785,-0.552048,-0.513123,1.491775,-1.409021,0.371679,-0.3884,6.454384
856,-1.150011,0.093165,1.308666,1.090644,1.147028,-1.225668,-0.321753,-0.504032,6.293676
6100,-1.667999,-1.001914,1.025385,1.38242,0.365373,-0.35392,0.185699,-0.160206,-2.821828
1992,0.477943,-0.885734,0.846899,-1.353047,-0.552702,-0.201037,-0.315027,-0.255312,-3.891377
2882,1.178836,1.810226,1.281442,-0.303264,-0.045596,-1.032348,-0.489624,0.496721,-0.039292
3355,-1.864032,-0.818882,0.994414,1.103225,1.479503,-0.320053,0.172001,0.025574,0.344299
5362,-0.192908,-0.083952,-1.038814,-0.881957,0.239017,-1.56326,-0.379306,-0.587806,-0.099085
3968,1.75599,-1.715568,-1.275223,-0.725468,-1.05464,0.785708,-0.192365,-0.282049,6.517913
4359,-0.502612,0.97577,0.644574,-1.36381,-0.494722,1.626764,0.519741,0.488218,9.32408
1055,0.575989,-0.492487,1.487659,1.03132,-0.651091,1.160726,-0.30886,0.183451,6.074429
4231,1.349287,1.448609,0.682261,-1.315108,-0.03069,0.666382,-0.165432,-0.018018,10.590932
7487,1.536649,-1.20549,-1.166548,1.127172,0.576569,1.722569,-0.540399,0.312955,-0.411956
3034,-0.397645,0.841376,0.076552,1.065296,1.123839,1.112361,0.145774,-0.368388,6.853089
7261,-1.419569,1.071831,1.630438,-0.705342,1.692839,0.0185,0.573,0.407103,3.461064
625,0.79662,1.835793,1.212276,-1.644048,-1.837932,0.533509,0.583082,-0.534118,6.899756
5846,1.663513,1.008091,1.012991,0.419748,1.202163,1.807348,-0.589741,0.227694,8.518758
4279,-1.481995,-0.090746,1.647893,-1.404608,-0.067119,-0.864814,0.587655,-0.476019,9.346445
7593,-1.721606,-0.95986,-0.917699,-1.059254,-1.367889,-1.19596,0.213371,0.522742,-2.671563
7830,-0.878505,1.706212,-1.407673,1.202893,-1.014798,-0.639636,0.45121,-0.518578,-1.696384
3107,-1.053566,-0.005604,0.06325,-0.075446,-1.33166,0.751347,-0.420171,0.192374,4.329682
8001,0.662776,-0.809023,0.819911,1.215115,0.831102,0.807701,-0.132959,-0.237067,-3.819196
6793,1.539328,-1.416597,-1.755203,-0.150359,-1.250777,-0.785699,0.239981,0.157952,5.002099
453,1.501014,-0.707013,-0.0035,1.48967,0.895996,-1.784021,0.584382,-0.286179,-5.745788
349,0.172522,0.516561,-0.266401,1.249022,1.448444,1.688317,-0.181377,-0.404037,0.016272
2178,1.282278,-1.337897,1.489281,-1.865109,-0.076607,1.775216,0.313879,0.164746,-10.693458
1615,-0.991839,0.709402,-1.317628,-0.918964,0.306077,-1.696693,-0.227467,0.161011,2.573336
3540,0.632199,1.755353,-1.099937,0.996286,-1.371823,0.547888,-0.489424,0.248129,4.574749
5405,-1.317167,-0.708487,1.61118,-0.16598,0.102156,1.628977,0.355766,-0.242176,4.423962
429,1.760596,0.300006,1.828021,-1.232699,1.460598,-1.38623,-0.099934,0.416348,4.434442
37,1.826346,0.774311,0.107161,-0.954335,1.468553,0.355023,-0.28415,0.292118,6.408405
7652,-1.824058,-0.029189,-0.497643,1.543744,1.17338,0.593512,-0.010622,0.279445,-0.237879
4290,-0.414436,1.37726,0.361269,-1.482652,0.18862,-0.363864,-0.21347,0.206072,6.122018
696,-1.832403,-0.786391,0.430565,-1.71887,-0.226078,0.3698,-0.43129,0.507495,-8.743712
5682,1.793393,1.116088,-0.993487,-0.601871,-0.978665,-0.296059,0.133899,0.438309,5.992552
2523,-1.296407,1.372849,1.615938,0.636797,-0.123346,0.375545,0.303951,0.111593,1.017929
7870,-1.627958,0.930555,-1.516177,-1.549853,1.706361,1.089842,-0.324278,0.252155,-5.064596
706,-1.268261,-0.59235,0.710153,0.005555,-0.886549,-1.547276,-0.069212,-0.447098,3.679073
5672,-0.582285,0.220977,0.597332,0.078841,1.841102,-0.023265,0.337132,-0.217908,5.396797
2968,-1.592606,-0.559128,1.12915,-0.101406,-0.326447,-1.373474,-0.256235,0.256534,2.6639
6187,0.768617,-1.333016,0.577092,-0.794257,0.175966,1.855174,-0.32529,0.046181,-9.74666
4141,-1.481159,-1.111216,-0.066373,0.36596,-1.802174,-1.674477,-0.173096,-0.425746,-7.641036
6667,-0.895755,-1.700467,-0.04757,-0.289522,0.963428,0.55955,-0.5001,-0.386425,-6.793943
2446,-0.119171,-1.087511,-1.274647,1.419456,0.791603,0.459153,-0.007682,0.496843,-1.399341
95,-1.473966,-0.853888,0.763077,-0.198406,1.762282,-1.512715,0.024291,0.263399,7.109611
1044,-0.25097,0.484506,0.090492,1.619027,-0.231596,1.882838,0.070373,-0.448562,7.648524
8156,1.210365,0.15543,-0.230504,1.392651,-1.091798,-1.699685,0.564299,0.570082,-1.597077
3903,1.01309,-1.685949,-1.101478,1.498963,-1.246934,-0.279837,0.51918,-0.53778,-8.392071
5485,1.075209,1.852682,-1.443114,1.197454,1.821792,-0.36937,0.33413,-0.270866,3.842035
6264,-0.839834,-0.537332,1.76414,-0.448579,0.556517,0.237214,-0.545833,0.182231,7.559239
957,-1.011731,-1.854799,-0.209076,-0.386312,-0.961999,0.827437,-0.150003,0.097457,-9.230141
1287,-1.600515,-1.542051,0.894453,-1.339763,0.283847,1.67165,-0.549159,-0.508799,-8.209172
7894,0.548864,-0.207725,-0.29889,1.845946,-1.558269,-0.24947,-0.224806,0.477742,1.804949
1671,0.85312,1.420321,0.261148,0.929873,-1.672153,0.811245,-0.371053,0.115108,6.85803
4151,0.226516,-0.552769,-1.322511,-0.052212,0.863096,-0.562679,0.561638,0.246326,-4.611027
540,0.60903,0.655163,-0.581874,-0.405861,-1.531538,0.390219,-0.392487,-0.131614,1.260399
2996,1.015939,0.954751,1.764805,-0.577706,1.778166,1.547667,-0.237503,-0.519473,1.323929
7312,1.625874,1.750027,-0.136754,1.213571,1.272144,1.752774,0.252147,-0.572613,6.959306
4427,-1.568025,1.646486,1.339188,1.367105,-0.678194,1.798011,-0.141345,0.409622,3.021986
1665,-1.802782,-0.572107,1.648132,-1.150725,-0.593129,-1.081093,0.332885,0.400345,9.000134
6309,0.455879,1.498681,1.554018,0.435297,-1.359312,-0.303248,0.074951,-0.293843,-0.345758
251,0.091788,0.780532,-0.8877,1.735626,-0.908427,0.21187,-0.529331,0.327163,5.110678
4303,-0.810853,0.218674,-0.409792,0.259871,-1.670972,1.809041,0.067522,-0.352225,-5.356092
334,0.792652,-0.769389,-0.331005,1.182979,-0.189935,0.884475,0.196559,-0.029302,-8.175618
5118,0.274897,-1.719103,-0.371178,0.819752,-1.452229,-1.212941,0.564842,0.09921,-5.938831
3482,-0.465551,1.812971,-1.596542,1.144623,-0.173416,-0.465114,0.515775,-0.175882,5.681863
730,-0.9059,1.212675,1.280218,1.747491,-1.300454,1.210456,0.539475,-0.250301,1.542595
6602,-1.559202,-0.848721,0.895085,1.745801,0.457093,-0.716002,-0.094648,0.452849,-7.325837
7130,1.801527,-1.669873,1.433893,-1.606539,-1.000623,0.108585,0.109646,-0.382387,-0.964282
5146,-1.690866,-0.787172,-1.388002,0.060298,-0.685037,-0.113126,-0.405958,0.263041,-1.976824
6851,-1.528482,-1.028673,-0.101663,-0.884996,-1.824626,1.746537,0.485789,-0.139556,-8.885215
3395,1.608186,-1.484245,-0.210397,0.038704,-1.702885,0.774899,-0.418008,0.541376,-6.146987
2718,-1.435189,-1.336738,-1.653975,0.968515,-0.637541,-1.06981,-0.505419,0.229175,3.873983
1302,-1.748019,-0.038578,0.046485,0.907906,-1.416036,0.127246,0.347621,-0.340016,-2.913675
1034,1.120644,0.191765,-0.274918,1.360473,0.967522,1.507447,0.591435,-0.556834,3.763816
457,-0.15592,-0.451016,1.069187,-1.339806,-0.434121,-1.497099,-0.429051,-0.259571,5.064621
5862,-0.799034,-0.937378,-0.055951,-1.659566,1.245483,-1.489708,-0.49183,-0.587581,-4.550623
4331,-1.313135,-0.799392,0.582626,1.740875,0.608857,1.517798,-0.434207,-0.520423,0.821164
2638,0.196843,-1.642163,-0.318833,-1.577373,-0.891984,1.354697,-0.597897,-0.058505,-6.028177
1061,1.315918,-1.430669,-0.75645,-1.518564,-0.204118,0.014164,0.174082,0.200719,-5.850543
7460,1.153168,0.176439,-1.517348,1.383565,0.769947,-1.610391,-0.522364,-0.177258,-2.82475
4836,-1.857105,-1.271078,1.07541,1.460146,-1.446616,-1.11868,-0.353764,0.281905,-10.440192
7822,-0.437034,-1.444958,0.358881,-0.142286,-1.27692,0.902111,-0.257661,0.286243,-5.815822
2586,-0.230897,-1.441361,0.502991,1.629728,-1.335223,1.188981,-0.347538,0.535098,-8.334864
3464,0.452822,-0.870837,-1.36502,1.79449,0.70518,-0.639928,0.089755,0.114234,-0.120392
5839,1.595458,-0.50771,-1.765552,-0.65711,1.792232,0.448716,0.555215,0.304556,-3.182441
157,-0.071842,-1.083871,-0.402891,-0.63525,-0.252697,1.61142,0.029173,-0.488558,-1.623115
6875,-1.559174,-0.381691,1.31599,-0.227201,0.355073,-0.065312,-0.208695,0.055925,7.72135
2280,-1.532234,0.000713,0.669668,-1.838361,0.860667,0.080254,-0.253141,-0.549029,3.944594
6210,-0.666197,-0.136735,1.540277,-0.545225,1.065643,-0.591752,-0.174669,-0.465504,8.988513
932,0.161918,-0.513539,-1.728777,-0.856847,0.028504,0.288499,0.222859,0.391348,-3.011127
7551,1.804272,-0.767029,1.633871,0.429453,-1.562294,-0.035767,-0.545078,-0.334008,9.026801
1883,-1.246667,0.439808,-0.947585,1.80992,-0.082172,-1.282533,0.261476,0.227649,-2.686399
6008,1.054371,-1.537041,-1.610789,-0.804204,-1.119809,-1.238937,-0.508196,0.343157,-2.431522
2487,-0.392315,-0.067636,1.75696,-0.480226,0.226737,-0.611724,-0.222604,0.294659,7.693656
5876,0.892436,-1.310125,0.782085,-1.18352,-1.362092,-1.781256,-0.225874,0.5339,5.449115
4245,-1.099321,0.046661,0.097318,-0.510689,0.933314,-0.384848,0.324679,0.480366,2.824117
7325,0.564416,1.036647,-1.606397,1.398052,-0.799585,1.104039,0.023723,0.31191,-2.97957
3658,0.530781,1.21929,-0.626968,-0.555187,-0.489981,-1.624853,0.103138,-0.566582,5.154687
3309,0.097287,-1.045049,-0.125582,0.489808,-1.289209,1.707273,0.42828,0.499104,-4.166722
2651,0.029458,1.24396,-0.691158,-1.190504,-1.881339,-1.416176,0.494234,0.1986,2.990669
3720,-0.0041,-1.042592,-0.302134,0.100752,0.656531,-0.210557,0.352524,0.474395,-8.459217
2884,-0.841014,-1.518575,-0.39519,0.62219,-0.584329,-0.192221,0.047936,0.45993,-5.831834
6639,1.708412,1.641388,-1.398799,-0.448154,0.153325,-1.678905,0.139292,-0.114697,5.84446
6948,-1.04203,1.616636,1.052976,1.405175,-1.716102,1.063011,0.134787,-0.228086,-4.894151
5936,-0.468256,1.591715,0.670675,0.007936,1.43138,1.398133,0.181895,-0.491046,6.668653
2778,-1.046737,1.667548,0.955631,1.468794,0.644224,0.280527,-0.42524,0.18487,3.343827
5100,0.97585,-1.770451,-0.05652,0.078306,0.392903,-1.366869,0.277972,0.274467,-8.753574
2183,1.389671,1.599751,-2.8e-05,-0.470143,0.041902,-0.727617,0.167367,0.144547,10.004189
6637,0.412843,-1.756391,-1.253782,1.49839,0.429687,-1.40554,-0.205697,0.042813,-3.969254
7112,-0.537257,-0.74471,-0.235191,1.789565,0.860337,-1.697843,-0.37627,0.034681,-4.765654
4776,-1.08341,-0.201384,0.717024,-1.376069,0.80848,1.360916,0.274008,-0.342204,7.323928
1414,-0.573767,0.131861,-0.52733,0.234185,0.16025,1.605824,0.093977,0.278814,-2.723505
2664,-0.299625,0.795681,1.14077,-0.849462,-0.248828,-1.213569,-0.395037,0.211069,7.252722
8148,-1.004376,1.116314,-0.952894,-0.70064,1.553796,0.48012,0.561032,-0.329745,4.021609
5231,0.574252,0.481946,-1.479193,1.766841,-0.296129,-0.753603,0.351393,-0.543185,-1.016777
6574,-1.394316,-0.497881,1.320221,-0.742064,-1.007772,0.582236,-0.335935,-0.056515,5.578166
6180,-1.367385,-0.254563,0.413273,1.705127,-0.791413,-1.024291,-0.588706,-0.383454,3.085909
1835,-1.054889,0.375037,-0.047433,-1.750571,-1.456579,1.083127,-0.251192,-0.18555,8.139429
3182,0.867169,0.029657,0.813393,0.993473,0.35654,-1.79866,0.264334,0.255085,7.16721
6480,-0.576365,1.701512,-1.230039,0.935148,0.27351,1.352432,0.484479,-0.562959,0.005165
2543,-1.0402,-1.558824,1.721489,-0.998899,-1.082915,0.583756,0.597463,-0.040943,2.544294
4601,0.534132,0.994154,0.49201,1.801365,-0.616697,-1.342483,-0.063606,0.177275,11.225419
353,0.362026,-0.059241,-0.405275,0.765837,0.938676,-0.757731,-0.132652,0.113583,8.978268
3475,0.66635,-1.055556,0.479587,0.348295,-0.871586,1.13523,0.092343,0.416072,-3.139551
1373,0.261874,1.827628,-0.295265,-1.317841,-0.727886,-0.218274,-0.130594,-0.089529,-5.084532
743,-1.484291,-0.971648,0.768287,0.661158,-1.607887,-1.039864,0.102217,-0.446771,-1.741577
5813,0.405449,-1.619236,0.489443,0.118707,0.819707,1.560738,0.091563,0.499393,-3.658381
4825,0.569473,-0.676718,0.221096,-1.169593,-1.030178,1.006097,0.450402,0.300468,-3.338706
472,-0.813466,1.538745,0.100846,-1.547742,-0.507664,-1.000583,0.247115,0.065511,4.209073
3055,1.451635,-1.238684,-1.114916,1.834524,-1.26344,1.278292,-0.149131,0.3509,-4.156721
1867,-0.528535,-1.169861,-1.759706,-0.43082,1.203753,-1.643977,-0.204295,-0.379861,-1.884852
682,-0.086684,-1.714028,-1.783004,0.06936,0.829713,0.080823,0.391066,0.241349,1.935626
8084,1.109962,1.612302,-0.156416,-1.259524,-0.761547,-0.473894,0.346402,-0.425012,9.486838
7277,-0.25733,-0.853364,-1.740472,-1.370797,-1.051204,-1.780662,0.55115,0.373158,4.098161
8089,-0.679451,-0.464239,1.256452,-1.850618,-1.565886,-0.099152,-0.044262,0.087944,-0.033547
6141,-1.085009,-0.678972,0.044678,0.694421,-0.516566,0.178595,0.254675,-0.078781,-5.645999
7060,-0.63413,-0.278421,-0.953595,-1.18285,-1.413209,-1.366701,-0.024178,0.447368,-3.862497
7776,-0.706209,-1.582347,-1.55402,-0.465185,0.425206,-1.310996,0.389948,-0.538011,-1.386025
858,-0.606178,-1.735986,-1.369893,-0.94424,1.488746,0.450584,-0.252518,0.333726,-6.455926
2303,1.213867,-1.294747,-0.887754,0.830746,-1.407656,1.495049,0.261593,-0.198922,-2.920168
7048,-0.088199,-0.785746,-0.027274,1.529114,0.33456,-1.757102,0.595256,0.059475,-2.264316
2412,1.089191,-0.649897,-1.392583,-1.53687,1.253499,1.295392,0.134442,-0.038978,-1.409048
7987,1.596276,-1.840664,-0.149908,-1.208684,1.702565,1.381463,-0.201627,0.055392,-10.079203
4105,1.782636,1.284149,-0.042237,-1.133063,-1.569598,1.608519,0.107914,0.517381,7.017817
4332,1.745189,1.481364,0.795363,-0.439616,0.402569,-1.011522,0.526942,0.309926,8.332662
3470,0.814468,0.217887,1.43746,1.792802,-1.283875,0.882526,0.569478,0.017709,8.717147
2389,0.934275,0.677656,0.454689,0.356254,0.93682,-1.780826,-0.32263,0.357878,8.379387
3458,0.809696,-0.821224,-0.665648,1.543431,-0.320203,1.785875,-0.264365,0.411104,-5.585218
789,1.676211,-0.461321,1.291085,-0.343044,-1.352186,-1.171554,-0.018813,-0.591862,5.849508
3942,1.536092,0.739476,-1.024871,-0.281491,0.225129,-1.249581,0.147463,0.415985,1.054127
3418,0.543599,1.780894,-1.605301,0.957403,1.099296,-0.46318,0.066276,0.306157,1.905906
1575,-0.159661,0.752271,-0.859781,-0.265829,-0.448547,1.096985,-0.513449,-0.331883,-0.736454
7621,-1.233986,-1.326068,0.49279,-0.167829,-0.813866,-1.415911,-0.489881,-0.237071,-8.172568
8037,-1.317343,0.101069,-1.570524,1.11578,1.380207,0.872108,0.031814,-0.508057,-2.410113
2913,0.821244,1.009467,1.509614,0.579646,0.664519,-1.670365,0.226574,0.4349,7.395176
2087,0.923674,-0.306093,1.427168,-1.538647,1.550209,0.503803,0.063464,-0.158226,8.655436
647,-0.319745,-1.833247,0.09402,0.599618,0.814049,0.709091,0.320143,-0.149648,-8.636817
2229,-0.029654,-0.766569,1.835732,0.192534,1.337824,1.060581,0.33079,-0.018429,2.553862
1656,-0.897158,1.112194,1.421328,-1.675626,-1.009622,-0.354175,0.023713,0.149905,3.045949
1545,-1.104533,-0.849784,1.875699,0.876334,-0.490214,-1.769304,0.118959,0.15043,3.368877
4553,1.349658,0.142927,0.73455,-0.880277,-1.680688,0.620746,0.486596,0.219694,8.769719
4568,0.043046,-0.34476,-0.021218,1.526383,-0.323689,-0.267165,-0.091076,0.489772,-7.383099
1005,0.513955,1.181071,1.684899,-1.475887,0.782961,-1.536209,0.334476,-0.465093,1.447908
5020,0.004471,-0.248042,0.672121,1.6864,1.129999,-0.923486,-0.097474,-0.245377,-0.430858
7205,-0.205069,-0.895299,-1.577589,-0.761982,-0.237374,-0.980293,-0.407495,-0.369012,0.254439
2372,0.811556,0.275633,-0.655149,0.826114,-0.084943,1.157778,-0.47726,-0.510883,0.624174
4793,1.072566,-1.10281,1.726769,1.033478,1.680858,-1.53876,-0.113319,-0.153889,3.068976
5419,0.974944,1.85178,-1.524468,-1.412974,-1.174571,-1.765326,-0.199803,-0.48434,0.536196
1739,0.12404,-0.018553,1.08331,-1.478172,0.079972,-1.764138,0.152141,-0.163181,4.584486
6418,1.663545,1.536609,-1.865717,1.015909,0.447477,-0.2302,-0.330655,-0.120054,-5.432182
2572,0.842217,-0.878801,0.496701,1.465408,0.285255,-1.040488,0.36237,0.349211,-2.30538
3357,-1.370265,0.338871,-0.925046,-0.127774,1.356765,-1.043234,0.07214,0.458416,1.57842
748,-1.677758,0.865364,-0.151433,-0.441674,-0.257141,-1.451547,-0.337184,0.543499,7.400815
7077,0.874747,-0.777555,-1.854833,-0.786159,0.56522,-0.526563,0.577865,0.576721,0.152332
5360,-0.973908,0.486302,0.104113,0.580157,1.713402,-1.202981,-0.149182,-0.502537,6.395954
1295,-0.506949,-0.294019,0.777706,0.630884,-1.491852,0.125625,0.07147,0.004035,0.882953
1811,1.696223,0.34522,0.21529,-0.730256,1.414985,1.048217,0.186283,0.059536,6.385001
3203,0.256194,0.606818,1.173788,-0.091332,-0.666683,-0.771313,0.405858,0.454127,6.531727
3891,0.307726,-0.36223,0.411798,-0.472262,-1.636075,0.21914,-0.037814,0.458096,-10.217804
736,-0.748666,1.127604,0.29594,1.344469,-0.357713,0.927411,-0.504221,-0.038279,8.954241
6754,0.459903,1.279076,1.400717,-1.240829,0.535185,-0.153133,0.365013,0.377571,10.477006
483,1.643948,0.155337,-1.803902,-0.551222,-1.713897,0.428109,-0.489865,0.046247,-0.63698
4034,-1.593993,-1.255203,0.232431,0.843472,1.360965,1.692265,0.539639,0.119595,-9.609336
4950,1.504819,-0.843704,-1.501226,0.914819,1.672958,1.411094,-0.081717,0.581584,-1.862673
1412,-1.714493,1.71211,-0.302231,-1.528882,-0.197929,-1.525355,-0.39476,0.075006,7.695759
2531,1.261983,0.636864,1.002554,-1.577286,0.574489,0.686231,0.423698,0.286503,9.715749
3721,1.692362,-0.457696,-1.877452,-0.182137,-0.010783,-0.28246,-0.316715,0.172356,-0.610132
3519,-1.157486,-1.121646,1.828448,-1.597476,0.532951,0.005121,-0.201896,0.338463,1.516363
4032,1.5752,-1.697895,1.709175,-0.627426,-0.714709,-1.170184,0.112022,-0.050313,5.516973
6215,0.639116,1.145042,-0.683445,0.263998,-0.173874,-0.626318,-0.297925,0.369943,7.201229
